day,kind,name,start_local,end_local,timezone,end_timezone,start_utc,end_utc,duration_s,distance_m,from_id,to_id,place_id,route_id,notes,purpose,overnight_accommodation,engine_on
1,overnight,Argosy Motor Inn,2027-01-04T15:34:17+11:00,2027-01-05T09:00:00+11:00,Australia/Hobart,Australia/Hobart,2027-01-04T04:34:17+00:00,2027-01-04T22:00:00+00:00,62743.0,,ChIJk9XtA28zeqoRnRUPV0svae8,ChIJk9XtA28zeqoRnRUPV0svae8,ChIJk9XtA28zeqoRnRUPV0svae8,,Example accommodation stop; availability is not checked.,,,
2,drive,Bunnings Devonport Warehouse,2027-01-05T09:00:00+11:00,2027-01-05T09:02:50+11:00,Australia/Hobart,Australia/Hobart,2027-01-04T22:00:00+00:00,2027-01-04T22:02:50+00:00,170.0,3529,ChIJk9XtA28zeqoRnRUPV0svae8,4468,4468,9c8c3f3715d4afae881bcac8,,,,
2,visit,Bunnings Devonport Warehouse,2027-01-05T09:02:50+11:00,2027-01-05T09:32:50+11:00,Australia/Hobart,Australia/Hobart,2027-01-04T22:02:50+00:00,2027-01-04T22:32:50+00:00,1800,,4468,4468,4468,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
2,drive,Bunnings Burnie Warehouse,2027-01-05T09:32:50+11:00,2027-01-05T10:02:28+11:00,Australia/Hobart,Australia/Hobart,2027-01-04T22:32:50+00:00,2027-01-04T23:02:28+00:00,1778.0,43938,4468,4453,4453,49c693c7c9737545469d2ae9,,,,
2,visit,Bunnings Burnie Warehouse,2027-01-05T10:02:28+11:00,2027-01-05T10:32:28+11:00,Australia/Hobart,Australia/Hobart,2027-01-04T23:02:28+00:00,2027-01-04T23:32:28+00:00,1800,,4453,4453,4453,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
2,drive,"Spirit of Tasmania, Devonport Terminal",2027-01-05T10:32:28+11:00,2027-01-05T11:09:25+11:00,Australia/Hobart,Australia/Hobart,2027-01-04T23:32:28+00:00,2027-01-05T00:09:25+00:00,2217.0,48822,4453,ChIJ2yMDaTkzeqoRAHR32k7JAx0,ChIJ2yMDaTkzeqoRAHR32k7JAx0,abf169af4b2032283285da13,,,,
2,wait,"Spirit of Tasmania, Devonport Terminal",2027-01-05T11:09:25+11:00,2027-01-05T20:00:00+11:00,Australia/Hobart,Australia/Hobart,2027-01-05T00:09:25+00:00,2027-01-05T09:00:00+00:00,31835.0,,ChIJ2yMDaTkzeqoRAHR32k7JAx0,ChIJ2yMDaTkzeqoRAHR32k7JAx0,ChIJ2yMDaTkzeqoRAHR32k7JAx0,,Parked at the ferry terminal for check-in and boarding. Part of the approved overnight ferry exception; no road driving.,ferry_check_in,,
2,ferry,"Spirit of Tasmania, Geelong Terminal",2027-01-05T20:00:00+11:00,2027-01-06T07:16:36+11:00,Australia/Hobart,Australia/Melbourne,2027-01-05T09:00:00+00:00,2027-01-05T20:16:36+00:00,40596.0,450554,ChIJ2yMDaTkzeqoRAHR32k7JAx0,ChIJMyY3cEgX1GoReBZvRXZb9wo,ChIJMyY3cEgX1GoReBZvRXZb9wo,ef18fc210d78b79e08ab19b1-overnight-ferry,"Overnight vehicle ferry with a passenger cabin, approved as the exception to 09:00–17:00 road travel. Modelled 20:00 departure; exact Google terminal-to-terminal geometry and duration. Vehicle engine off aboard; dated sailing and cabin availability are not verified.",,ferry_cabin,False
3,wait,"Spirit of Tasmania, Geelong Terminal",2027-01-06T07:16:36+11:00,2027-01-06T09:00:00+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-05T20:16:36+00:00,2027-01-05T22:00:00+00:00,6204.0,,ChIJMyY3cEgX1GoReBZvRXZb9wo,ChIJMyY3cEgX1GoReBZvRXZb9wo,ChIJMyY3cEgX1GoReBZvRXZb9wo,,Parked at the arrival terminal until 09:00 before road travel resumes.,ferry_arrival,,
3,drive,Bunnings Geelong North Warehouse,2027-01-06T09:00:00+11:00,2027-01-06T09:04:51+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-05T22:00:00+00:00,2027-01-05T22:04:51+00:00,291.0,2531,ChIJMyY3cEgX1GoReBZvRXZb9wo,6196,6196,365c6f256be6e4e1f966c50a,,,,
3,visit,Bunnings Geelong North Warehouse,2027-01-06T09:04:51+11:00,2027-01-06T09:34:51+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-05T22:04:51+00:00,2027-01-05T22:34:51+00:00,1800,,6196,6196,6196,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
3,drive,Bunnings Breakwater Trade Centre,2027-01-06T09:34:51+11:00,2027-01-06T09:51:35+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-05T22:34:51+00:00,2027-01-05T22:51:35+00:00,1004.0,11717,6196,6383,6383,39ee68df84b9156b61ed77b3,,,,
3,visit,Bunnings Breakwater Trade Centre,2027-01-06T09:51:35+11:00,2027-01-06T10:21:35+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-05T22:51:35+00:00,2027-01-05T23:21:35+00:00,1800,,6383,6383,6383,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
3,drive,Bunnings Waurn Ponds Warehouse,2027-01-06T10:21:35+11:00,2027-01-06T10:34:08+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-05T23:21:35+00:00,2027-01-05T23:34:08+00:00,753.0,7445,6383,6185,6185,9b22a5667c2e830172c6e2bc,,,,
3,visit,Bunnings Waurn Ponds Warehouse,2027-01-06T10:34:08+11:00,2027-01-06T11:04:08+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-05T23:34:08+00:00,2027-01-06T00:04:08+00:00,1800,,6185,6185,6185,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
3,drive,Bunnings Torquay Warehouse,2027-01-06T11:04:08+11:00,2027-01-06T11:21:02+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-06T00:04:08+00:00,2027-01-06T00:21:02+00:00,1014.0,15427,6185,6388,6388,af05581deb2271e8897b3326,,,,
3,visit,Bunnings Torquay Warehouse,2027-01-06T11:21:02+11:00,2027-01-06T11:51:02+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-06T00:21:02+00:00,2027-01-06T00:51:02+00:00,1800,,6388,6388,6388,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
3,drive,Bunnings Leopold Warehouse,2027-01-06T11:51:02+11:00,2027-01-06T12:22:47+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-06T00:51:02+00:00,2027-01-06T01:22:47+00:00,1905.0,25545,6388,6431,6431,d942451585d72b7bedc2e345,,,,
3,visit,Bunnings Leopold Warehouse,2027-01-06T12:22:47+11:00,2027-01-06T12:52:47+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-06T01:22:47+00:00,2027-01-06T01:52:47+00:00,1800,,6431,6431,6431,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
3,drive,Bunnings Manor Lakes Warehouse,2027-01-06T12:52:47+11:00,2027-01-06T13:48:59+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-06T01:52:47+00:00,2027-01-06T02:48:59+00:00,3372.0,55584,6431,6459,6459,e8c26c288f327f95d2358f68,,,,
3,visit,Bunnings Manor Lakes Warehouse,2027-01-06T13:48:59+11:00,2027-01-06T14:18:59+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-06T02:48:59+00:00,2027-01-06T03:18:59+00:00,1800,,6459,6459,6459,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
3,drive,Bunnings Tarneit Warehouse,2027-01-06T14:18:59+11:00,2027-01-06T14:41:05+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-06T03:18:59+00:00,2027-01-06T03:41:05+00:00,1326.0,13499,6459,6453,6453,4ec1f7c7db97ac7e6c08d962,,,,
3,visit,Bunnings Tarneit Warehouse,2027-01-06T14:41:05+11:00,2027-01-06T15:11:05+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-06T03:41:05+00:00,2027-01-06T04:11:05+00:00,1800,,6453,6453,6453,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
3,drive,Apple House,2027-01-06T15:11:05+11:00,2027-01-06T15:19:36+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-06T04:11:05+00:00,2027-01-06T04:19:36+00:00,511.0,3472,6453,ChIJKVo-EtiO1moRCeCOolnen5w,ChIJKVo-EtiO1moRCeCOolnen5w,d0c3da3e76e0f7f6b2a8111a,,,,
3,overnight,Apple House,2027-01-06T15:19:36+11:00,2027-01-07T09:00:00+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-06T04:19:36+00:00,2027-01-06T22:00:00+00:00,63624.0,,ChIJKVo-EtiO1moRCeCOolnen5w,ChIJKVo-EtiO1moRCeCOolnen5w,ChIJKVo-EtiO1moRCeCOolnen5w,,Example accommodation stop; availability is not checked.,,,
4,drive,Bunnings Hoppers Crossing Warehouse,2027-01-07T09:00:00+11:00,2027-01-07T09:13:08+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-06T22:00:00+00:00,2027-01-06T22:13:08+00:00,788.0,7420,ChIJKVo-EtiO1moRCeCOolnen5w,6395,6395,e21ba3fe3f7adc10ecad3597,,,,
4,visit,Bunnings Hoppers Crossing Warehouse,2027-01-07T09:13:08+11:00,2027-01-07T09:43:08+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-06T22:13:08+00:00,2027-01-06T22:43:08+00:00,1800,,6395,6395,6395,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
4,drive,Bunnings Truganina Frame & Truss Plant,2027-01-07T09:43:08+11:00,2027-01-07T09:55:51+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-06T22:43:08+00:00,2027-01-06T22:55:51+00:00,763.0,7730,6395,6379,6379,90d3da9a646e395e845f9159,,,,
4,visit,Bunnings Truganina Frame & Truss Plant,2027-01-07T09:55:51+11:00,2027-01-07T10:25:51+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-06T22:55:51+00:00,2027-01-06T23:25:51+00:00,1800,,6379,6379,6379,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
4,drive,Bunnings Altona Warehouse,2027-01-07T10:25:51+11:00,2027-01-07T10:37:38+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-06T23:25:51+00:00,2027-01-06T23:37:38+00:00,707.0,8563,6379,6404,6404,f0a1cfba1ae1f72ca60d88e9,,,,
4,visit,Bunnings Altona Warehouse,2027-01-07T10:37:38+11:00,2027-01-07T11:07:38+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-06T23:37:38+00:00,2027-01-07T00:07:38+00:00,1800,,6404,6404,6404,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
4,drive,Bunnings Port Melbourne Warehouse,2027-01-07T11:07:38+11:00,2027-01-07T11:24:15+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-07T00:07:38+00:00,2027-01-07T00:24:15+00:00,997.0,12410,6404,6042,6042,22bbbc2276b0b742d2f62b64,,,,
4,visit,Bunnings Port Melbourne Warehouse,2027-01-07T11:24:15+11:00,2027-01-07T11:54:15+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-07T00:24:15+00:00,2027-01-07T00:54:15+00:00,1800,,6042,6042,6042,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
4,drive,Bunnings Collingwood Warehouse,2027-01-07T11:54:15+11:00,2027-01-07T12:14:27+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-07T00:54:15+00:00,2027-01-07T01:14:27+00:00,1212.0,6147,6042,6425,6425,d7240cf72519ad819764887b,,,,
4,visit,Bunnings Collingwood Warehouse,2027-01-07T12:14:27+11:00,2027-01-07T12:44:27+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-07T01:14:27+00:00,2027-01-07T01:44:27+00:00,1800,,6425,6425,6425,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
4,drive,Bunnings Hawthorn Warehouse,2027-01-07T12:44:27+11:00,2027-01-07T12:56:57+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-07T01:44:27+00:00,2027-01-07T01:56:57+00:00,750.0,4683,6425,6299,6299,146acc965dab94b083fa75d5,,,,
4,visit,Bunnings Hawthorn Warehouse,2027-01-07T12:56:57+11:00,2027-01-07T13:26:57+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-07T01:56:57+00:00,2027-01-07T02:26:57+00:00,1800,,6299,6299,6299,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
4,drive,Bunnings Fairfield Warehouse,2027-01-07T13:26:57+11:00,2027-01-07T13:41:11+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-07T02:26:57+00:00,2027-01-07T02:41:11+00:00,854.0,7310,6299,6443,6443,ef9b747abf0ab344035062a6,,,,
4,visit,Bunnings Fairfield Warehouse,2027-01-07T13:41:11+11:00,2027-01-07T14:11:11+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-07T02:41:11+00:00,2027-01-07T03:11:11+00:00,1800,,6443,6443,6443,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
4,drive,Bunnings Brunswick Warehouse,2027-01-07T14:11:11+11:00,2027-01-07T14:28:03+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-07T03:11:11+00:00,2027-01-07T03:28:03+00:00,1012.0,6475,6443,6426,6426,f8eb4daba81462f6515b69f8,,,,
4,visit,Bunnings Brunswick Warehouse,2027-01-07T14:28:03+11:00,2027-01-07T14:58:03+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-07T03:28:03+00:00,2027-01-07T03:58:03+00:00,1800,,6426,6426,6426,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
4,drive,Rambla @ Solarino House,2027-01-07T14:58:03+11:00,2027-01-07T15:02:04+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-07T03:58:03+00:00,2027-01-07T04:02:04+00:00,241.0,969,6426,ChIJ22F9tDND1moRDZu_jiN9mY8,ChIJ22F9tDND1moRDZu_jiN9mY8,f63ec9ca8f25172471a4d445,,,,
4,overnight,Rambla @ Solarino House,2027-01-07T15:02:04+11:00,2027-01-08T09:00:00+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-07T04:02:04+00:00,2027-01-07T22:00:00+00:00,64676.0,,ChIJ22F9tDND1moRDZu_jiN9mY8,ChIJ22F9tDND1moRDZu_jiN9mY8,ChIJ22F9tDND1moRDZu_jiN9mY8,,Example accommodation stop; availability is not checked.,,,
5,drive,Bunnings Maribyrnong Warehouse,2027-01-08T09:00:00+11:00,2027-01-08T09:20:03+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-07T22:00:00+00:00,2027-01-07T22:20:03+00:00,1203.0,9219,ChIJ22F9tDND1moRDZu_jiN9mY8,6224,6224,98097a96578e75adf9a79299,,,,
5,visit,Bunnings Maribyrnong Warehouse,2027-01-08T09:20:03+11:00,2027-01-08T09:50:03+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-07T22:20:03+00:00,2027-01-07T22:50:03+00:00,1800,,6224,6224,6224,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
5,drive,Bunnings West Footscray Warehouse,2027-01-08T09:50:03+11:00,2027-01-08T10:01:50+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-07T22:50:03+00:00,2027-01-07T23:01:50+00:00,707.0,5803,6224,6249,6249,5babac2e7b7909ce27395512,,,,
5,visit,Bunnings West Footscray Warehouse,2027-01-08T10:01:50+11:00,2027-01-08T10:31:50+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-07T23:01:50+00:00,2027-01-07T23:31:50+00:00,1800,,6249,6249,6249,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
5,drive,Bunnings Sunshine Warehouse,2027-01-08T10:31:50+11:00,2027-01-08T10:46:00+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-07T23:31:50+00:00,2027-01-07T23:46:00+00:00,850.0,7742,6249,6083,6083,95bcc6902591ff3770994b9c,,,,
5,visit,Bunnings Sunshine Warehouse,2027-01-08T10:46:00+11:00,2027-01-08T11:16:00+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-07T23:46:00+00:00,2027-01-08T00:16:00+00:00,1800,,6083,6083,6083,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
5,drive,Bunnings Caroline Springs Warehouse,2027-01-08T11:16:00+11:00,2027-01-08T11:29:56+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-08T00:16:00+00:00,2027-01-08T00:29:56+00:00,836.0,8258,6083,6386,6386,94c6de5a147981dafaaec395,,,,
5,visit,Bunnings Caroline Springs Warehouse,2027-01-08T11:29:56+11:00,2027-01-08T11:59:56+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-08T00:29:56+00:00,2027-01-08T00:59:56+00:00,1800,,6386,6386,6386,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
5,drive,Bunnings Taylors Lakes Warehouse,2027-01-08T11:59:56+11:00,2027-01-08T12:17:29+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-08T00:59:56+00:00,2027-01-08T01:17:29+00:00,1053.0,10506,6386,6194,6194,cfc50e3e4068bcc632e82b86,,,,
5,visit,Bunnings Taylors Lakes Warehouse,2027-01-08T12:17:29+11:00,2027-01-08T12:47:29+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-08T01:17:29+00:00,2027-01-08T01:47:29+00:00,1800,,6194,6194,6194,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
5,drive,Bunnings Broadmeadows Warehouse,2027-01-08T12:47:29+11:00,2027-01-08T13:05:46+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-08T01:47:29+00:00,2027-01-08T02:05:46+00:00,1097.0,18366,6194,6126,6126,725478e75a06798e1168f3d5,,,,
5,visit,Bunnings Broadmeadows Warehouse,2027-01-08T13:05:46+11:00,2027-01-08T13:35:46+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-08T02:05:46+00:00,2027-01-08T02:35:46+00:00,1800,,6126,6126,6126,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
5,drive,Bunnings Coburg Warehouse,2027-01-08T13:35:46+11:00,2027-01-08T13:55:08+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-08T02:35:46+00:00,2027-01-08T02:55:08+00:00,1162.0,9741,6126,6310,6310,090ed3f13c14903c5b2e4e39,,,,
5,visit,Bunnings Coburg Warehouse,2027-01-08T13:55:08+11:00,2027-01-08T14:25:08+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-08T02:55:08+00:00,2027-01-08T03:25:08+00:00,1800,,6310,6310,6310,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
5,drive,Bunnings Preston Warehouse,2027-01-08T14:25:08+11:00,2027-01-08T14:40:09+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-08T03:25:08+00:00,2027-01-08T03:40:09+00:00,901.0,7241,6310,6448,6448,a4726458710fd5946c74c570,,,,
5,visit,Bunnings Preston Warehouse,2027-01-08T14:40:09+11:00,2027-01-08T15:10:09+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-08T03:40:09+00:00,2027-01-08T04:10:09+00:00,1800,,6448,6448,6448,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
5,drive,Bell Motel,2027-01-08T15:10:09+11:00,2027-01-08T15:16:20+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-08T04:10:09+00:00,2027-01-08T04:16:20+00:00,371.0,3657,6448,ChIJL9j-jFlE1moRjiUG47yw36k,ChIJL9j-jFlE1moRjiUG47yw36k,7e16e14787f82d1b41c151d6,,,,
5,overnight,Bell Motel,2027-01-08T15:16:20+11:00,2027-01-09T09:00:00+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-08T04:16:20+00:00,2027-01-08T22:00:00+00:00,63820.0,,ChIJL9j-jFlE1moRjiUG47yw36k,ChIJL9j-jFlE1moRjiUG47yw36k,ChIJL9j-jFlE1moRjiUG47yw36k,,Example accommodation stop; availability is not checked.,,,
6,drive,Bunnings Thomastown Warehouse,2027-01-09T09:00:00+11:00,2027-01-09T09:15:27+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-08T22:00:00+00:00,2027-01-08T22:15:27+00:00,927.0,8167,ChIJL9j-jFlE1moRjiUG47yw36k,6390,6390,ca6f5626dead41a5a0bec5a9,,,,
6,visit,Bunnings Thomastown Warehouse,2027-01-09T09:15:27+11:00,2027-01-09T09:45:27+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-08T22:15:27+00:00,2027-01-08T22:45:27+00:00,1800,,6390,6390,6390,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
6,drive,Bunnings Eltham Warehouse,2027-01-09T09:45:27+11:00,2027-01-09T10:08:29+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-08T22:45:27+00:00,2027-01-08T23:08:29+00:00,1382.0,12597,6390,6037,6037,71afe2e118adda7ceee302e6,,,,
6,visit,Bunnings Eltham Warehouse,2027-01-09T10:08:29+11:00,2027-01-09T10:38:29+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-08T23:08:29+00:00,2027-01-08T23:38:29+00:00,1800,,6037,6037,6037,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
6,drive,Bunnings Doncaster,2027-01-09T10:38:29+11:00,2027-01-09T10:53:34+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-08T23:38:29+00:00,2027-01-08T23:53:34+00:00,905.0,9337,6037,6402,6402,0a040169072779d5f8e938f4,,,,
6,visit,Bunnings Doncaster,2027-01-09T10:53:34+11:00,2027-01-09T11:23:34+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-08T23:53:34+00:00,2027-01-09T00:23:34+00:00,1800,,6402,6402,6402,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
6,drive,Bunnings Nunawading Warehouse,2027-01-09T11:23:34+11:00,2027-01-09T11:34:50+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-09T00:23:34+00:00,2027-01-09T00:34:50+00:00,676.0,8532,6402,6140,6140,399bd21dc739cd73527e1ede,,,,
6,visit,Bunnings Nunawading Warehouse,2027-01-09T11:34:50+11:00,2027-01-09T12:04:50+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-09T00:34:50+00:00,2027-01-09T01:04:50+00:00,1800,,6140,6140,6140,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
6,drive,Bunnings Box Hill Warehouse,2027-01-09T12:04:50+11:00,2027-01-09T12:13:38+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-09T01:04:50+00:00,2027-01-09T01:13:38+00:00,528.0,4658,6140,6035,6035,a914e255a48d9b17659f3dab,,,,
6,visit,Bunnings Box Hill Warehouse,2027-01-09T12:13:38+11:00,2027-01-09T12:43:38+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-09T01:13:38+00:00,2027-01-09T01:43:38+00:00,1800,,6035,6035,6035,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
6,drive,Bunnings Chadstone Warehouse,2027-01-09T12:43:38+11:00,2027-01-09T12:59:54+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-09T01:43:38+00:00,2027-01-09T01:59:54+00:00,976.0,8328,6035,6428,6428,af57b1dfadbfd4780ec33947,,,,
6,visit,Bunnings Chadstone Warehouse,2027-01-09T12:59:54+11:00,2027-01-09T13:29:54+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-09T01:59:54+00:00,2027-01-09T02:29:54+00:00,1800,,6428,6428,6428,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
6,drive,Bunnings Notting Hill Warehouse,2027-01-09T13:29:54+11:00,2027-01-09T13:38:09+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-09T02:29:54+00:00,2027-01-09T02:38:09+00:00,495.0,5345,6428,6359,6359,06707c87f8cf02ab6d6aba2a,,,,
6,visit,Bunnings Notting Hill Warehouse,2027-01-09T13:38:09+11:00,2027-01-09T14:08:09+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-09T02:38:09+00:00,2027-01-09T03:08:09+00:00,1800,,6359,6359,6359,,Minimum 30-minute site visit; shop opening hours are not enforced.,,,
6,drive,Bunnings Vermont South Warehouse,2027-01-09T14:08:09+11:00,2027-01-09T14:26:49+11:00,Australia/Melbourne,Australia/Melbourne,2027-01-09T03:08:09+00:00,2027-01-09T03:26:49+00:00,1120.0,14402,6359,6230,6230,43376b7f18593082365671d7,,,,
